class_binary,class,cap_shape,cap_surface,cap_color,odor,gill_color,stalk_shape,stalk_surface_above_ring,stalk_surface_below_ring,stalk_color_above_ring,stalk_color_below_ring,ring_number,habitat
0,poisonous,flat,smooth,brown,foul,buff,tapering,smooth,silky,pink,white,1,leaves
0,poisonous,flat,scaly,brown,foul,buff,tapering,smooth,silky,white,pink,1,woods
0,poisonous,convex,scaly,red,spicy,buff,tapering,silky,smooth,pink,white,1,woods
0,poisonous,flat,scaly,brown,spicy,buff,tapering,smooth,smooth,white,white,1,leaves
0,poisonous,convex,smooth,brown,fishy,buff,tapering,smooth,silky,pink,pink,1,woods
0,poisonous,flat,scaly,red,foul,buff,tapering,smooth,smooth,pink,white,1,woods
1,edible,knobbed,fibrous,gray,none,pink,enlarging,silky,smooth,white,white,2,grasses
1,edible,bell,smooth,brown,none,yellow,enlarging,smooth,smooth,orange,orange,1,leaves
0,poisonous,flat,smooth,brown,spicy,buff,tapering,smooth,smooth,white,white,1,leaves
0,poisonous,convex,smooth,brown,spicy,buff,tapering,smooth,smooth,pink,white,1,paths
0,poisonous,flat,scaly,brown,spicy,buff,tapering,smooth,smooth,pink,pink,1,leaves
0,poisonous,flat,smooth,red,spicy,buff,tapering,silky,smooth,white,white,1,leaves
0,poisonous,flat,scaly,brown,fishy,buff,tapering,smooth,smooth,pink,white,1,leaves
0,poisonous,flat,smooth,brown,foul,buff,tapering,smooth,smooth,pink,pink,1,woods
0,poisonous,flat,scaly,red,fishy,buff,tapering,smooth,smooth,pink,pink,1,paths
0,poisonous,flat,scaly,red,foul,buff,tapering,silky,silky,pink,white,1,leaves
0,poisonous,flat,smooth,brown,spicy,buff,tapering,silky,silky,white,pink,1,leaves
0,poisonous,convex,smooth,red,fishy,buff,tapering,smooth,silky,white,white,1,woods
1,edible,convex,fibrous,white,none,gray,enlarging,smooth,silky,white,white,2,grasses
0,poisonous,flat,smooth,brown,foul,buff,tapering,smooth,smooth,pink,pink,1,paths
0,poisonous,convex,smooth,red,fishy,buff,tapering,silky,smooth,pink,white,1,leaves
0,poisonous,convex,smooth,brown,fishy,buff,tapering,silky,smooth,pink,pink,1,woods
0,poisonous,convex,smooth,brown,fishy,buff,tapering,silky,smooth,pink,pink,1,leaves
0,poisonous,convex,smooth,brown,foul,buff,tapering,silky,silky,pink,white,1,woods
0,poisonous,knobbed,scaly,brown,fishy,buff,tapering,silky,silky,pink,white,1,woods
0,poisonous,flat,smooth,brown,fishy,buff,tapering,silky,silky,white,pink,1,paths
0,poisonous,convex,scaly,red,fishy,buff,tapering,smooth,smooth,white,pink,1,paths
0,poisonous,flat,smooth,brown,fishy,buff,tapering,smooth,smooth,pink,white,1,paths
0,poisonous,flat,smooth,brown,foul,buff,tapering,smooth,silky,white,white,1,woods
0,poisonous,convex,smooth,brown,spicy,buff,tapering,smooth,silky,white,white,1,leaves
0,poisonous,convex,smooth,brown,foul,buff,tapering,smooth,smooth,pink,white,1,woods
0,poisonous,convex,scaly,red,spicy,buff,tapering,smooth,smooth,white,white,1,leaves
0,poisonous,flat,smooth,red,foul,buff,tapering,smooth,smooth,white,pink,1,woods
0,poisonous,flat,smooth,red,spicy,buff,tapering,silky,silky,white,pink,1,leaves
0,poisonous,flat,scaly,brown,foul,buff,tapering,smooth,silky,white,pink,1,paths
0,poisonous,convex,smooth,red,spicy,buff,tapering,smooth,silky,pink,pink,1,leaves
0,poisonous,flat,smooth,red,spicy,buff,tapering,smooth,smooth,white,pink,1,leaves
0,poisonous,flat,scaly,red,spicy,buff,tapering,smooth,smooth,pink,pink,1,woods
0,poisonous,flat,scaly,red,fishy,buff,tapering,silky,silky,pink,white,1,leaves
0,poisonous,convex,scaly,red,spicy,buff,tapering,silky,silky,white,white,1,leaves
0,poisonous,flat,scaly,brown,foul,buff,tapering,silky,silky,white,white,1,leaves
0,poisonous,flat,smooth,brown,foul,buff,tapering,smooth,smooth,white,white,1,leaves
0,poisonous,flat,smooth,brown,fishy,buff,tapering,silky,smooth,pink,pink,1,paths
0,poisonous,knobbed,scaly,red,foul,buff,tapering,silky,silky,white,white,1,leaves
0,poisonous,flat,smooth,red,fishy,buff,tapering,smooth,smooth,white,white,1,leaves
0,poisonous,convex,smooth,red,spicy,buff,tapering,silky,smooth,pink,pink,1,paths
0,poisonous,convex,scaly,red,fishy,buff,tapering,smooth,silky,white,white,1,paths
0,poisonous,flat,scaly,red,foul,buff,tapering,smooth,silky,white,white,1,leaves
0,poisonous,convex,scaly,red,spicy,buff,tapering,silky,silky,white,white,1,woods
0,poisonous,flat,scaly,red,foul,buff,tapering,smooth,smooth,white,pink,1,leaves
0,poisonous,flat,scaly,brown,fishy,buff,tapering,silky,silky,pink,pink,1,woods
0,poisonous,flat,scaly,red,fishy,buff,tapering,smooth,silky,pink,pink,1,leaves
0,poisonous,convex,scaly,red,spicy,buff,tapering,smooth,smooth,white,white,1,paths
0,poisonous,convex,smooth,red,fishy,buff,tapering,smooth,silky,pink,white,1,woods
0,poisonous,flat,smooth,red,foul,buff,tapering,silky,smooth,pink,white,1,leaves
0,poisonous,flat,smooth,red,foul,buff,tapering,silky,silky,pink,white,1,paths
0,poisonous,convex,smooth,red,foul,buff,tapering,smooth,smooth,white,white,1,paths
0,poisonous,flat,smooth,red,fishy,buff,tapering,silky,silky,white,white,1,paths
0,poisonous,flat,smooth,red,spicy,buff,tapering,smooth,smooth,white,white,1,paths
0,poisonous,flat,smooth,brown,fishy,buff,tapering,silky,silky,pink,white,1,leaves
0,poisonous,flat,scaly,red,foul,buff,tapering,silky,silky,pink,pink,1,woods
0,poisonous,flat,scaly,brown,spicy,buff,tapering,silky,silky,pink,white,1,paths
0,poisonous,knobbed,smooth,red,foul,buff,tapering,silky,silky,white,pink,1,leaves
0,poisonous,flat,smooth,brown,fishy,buff,tapering,silky,silky,pink,white,1,woods
0,poisonous,flat,scaly,brown,fishy,buff,tapering,smooth,smooth,pink,pink,1,paths
0,poisonous,flat,smooth,red,spicy,buff,tapering,silky,smooth,pink,pink,1,leaves
0,poisonous,flat,scaly,red,fishy,buff,tapering,smooth,smooth,white,pink,1,leaves
0,poisonous,convex,smooth,brown,fishy,buff,tapering,smooth,smooth,pink,pink,1,paths
0,poisonous,knobbed,scaly,brown,fishy,buff,tapering,silky,silky,pink,pink,1,paths
0,poisonous,convex,scaly,red,spicy,buff,tapering,silky,silky,white,pink,1,woods
0,poisonous,convex,smooth,red,foul,buff,tapering,smooth,smooth,white,pink,1,leaves
1,edible,convex,smooth,gray,none,white,enlarging,silky,smooth,white,white,2,grasses
0,poisonous,knobbed,scaly,brown,fishy,buff,tapering,silky,smooth,pink,white,1,woods
0,poisonous,convex,smooth,brown,fishy,buff,tapering,silky,smooth,white,pink,1,paths
0,poisonous,flat,smooth,brown,spicy,buff,tapering,smooth,silky,white,pink,1,paths
0,poisonous,flat,smooth,brown,spicy,buff,tapering,smooth,smooth,white,pink,1,paths
0,poisonous,convex,smooth,red,spicy,buff,tapering,silky,silky,white,white,1,paths
0,poisonous,flat,smooth,red,foul,buff,tapering,smooth,silky,pink,white,1,leaves
0,poisonous,flat,scaly,red,foul,buff,tapering,silky,silky,white,white,1,leaves
0,poisonous,flat,scaly,red,foul,buff,tapering,silky,silky,white,pink,1,paths
0,poisonous,flat,smooth,brown,foul,buff,tapering,silky,smooth,white,white,1,leaves
0,poisonous,flat,smooth,red,foul,buff,tapering,smooth,smooth,pink,white,1,paths
0,poisonous,convex,smooth,brown,foul,buff,tapering,silky,smooth,white,pink,1,paths
0,poisonous,flat,smooth,red,foul,buff,tapering,silky,silky,pink,pink,1,leaves
0,poisonous,convex,smooth,red,spicy,buff,tapering,smooth,smooth,white,white,1,paths
0,poisonous,flat,smooth,red,fishy,buff,tapering,smooth,smooth,white,pink,1,woods
0,poisonous,flat,scaly,red,foul,buff,tapering,silky,smooth,white,white,1,paths
0,poisonous,knobbed,scaly,red,spicy,buff,tapering,smooth,smooth,pink,white,1,paths
0,poisonous,flat,smooth,brown,spicy,buff,tapering,smooth,smooth,white,white,1,paths
0,poisonous,knobbed,scaly,red,spicy,buff,tapering,silky,smooth,white,white,1,woods
0,poisonous,flat,smooth,red,fishy,buff,tapering,silky,silky,pink,white,1,leaves
0,poisonous,flat,scaly,red,spicy,buff,tapering,smooth,silky,white,white,1,leaves
0,poisonous,flat,smooth,red,foul,buff,tapering,silky,silky,pink,white,1,leaves
1,edible,bell,smooth,brown,none,brown,enlarging,smooth,smooth,orange,orange,1,leaves
0,poisonous,convex,smooth,brown,foul,buff,tapering,smooth,silky,white,white,1,woods
0,poisonous,flat,scaly,red,spicy,buff,tapering,silky,smooth,pink,white,1,leaves
0,poisonous,flat,scaly,brown,spicy,buff,tapering,silky,silky,white,pink,1,woods
0,poisonous,flat,smooth,red,foul,buff,tapering,silky,silky,pink,white,1,woods
0,poisonous,flat,scaly,brown,foul,buff,tapering,silky,silky,white,white,1,paths
0,poisonous,knobbed,scaly,brown,musty,white,enlarging,silky,scaly,cinnamon,cinnamon,0,woods
0,poisonous,convex,smooth,red,foul,buff,tapering,silky,silky,white,white,1,paths
0,poisonous,flat,smooth,red,spicy,buff,tapering,silky,silky,white,white,1,leaves
0,poisonous,knobbed,scaly,brown,fishy,buff,tapering,silky,smooth,white,pink,1,woods
0,poisonous,flat,smooth,red,foul,buff,tapering,smooth,smooth,white,pink,1,paths
1,edible,knobbed,smooth,white,none,gray,enlarging,silky,silky,white,white,2,grasses
0,poisonous,flat,scaly,brown,fishy,buff,tapering,silky,smooth,pink,pink,1,leaves
0,poisonous,flat,scaly,brown,fishy,buff,tapering,smooth,silky,pink,white,1,woods
0,poisonous,flat,scaly,brown,fishy,buff,tapering,smooth,smooth,pink,white,1,paths
0,poisonous,flat,smooth,brown,spicy,buff,tapering,silky,silky,white,pink,1,woods
0,poisonous,flat,smooth,brown,fishy,buff,tapering,smooth,smooth,white,white,1,leaves
0,poisonous,flat,scaly,red,fishy,buff,tapering,silky,silky,pink,white,1,paths
0,poisonous,convex,smooth,red,foul,buff,tapering,silky,smooth,white,pink,1,woods
0,poisonous,flat,scaly,brown,foul,buff,tapering,silky,smooth,pink,pink,1,paths
0,poisonous,convex,smooth,brown,foul,buff,tapering,smooth,silky,pink,pink,1,paths
0,poisonous,convex,smooth,red,foul,buff,tapering,smooth,silky,pink,pink,1,leaves
0,poisonous,convex,smooth,red,fishy,buff,tapering,smooth,silky,white,white,1,leaves
0,poisonous,flat,scaly,red,fishy,buff,tapering,silky,silky,white,pink,1,woods
0,poisonous,convex,smooth,brown,fishy,buff,tapering,silky,smooth,pink,white,1,woods
0,poisonous,convex,smooth,red,spicy,buff,tapering,smooth,smooth,white,pink,1,paths
0,poisonous,flat,smooth,brown,foul,buff,tapering,silky,smooth,pink,white,1,leaves
0,poisonous,convex,smooth,brown,fishy,buff,tapering,silky,silky,pink,white,1,leaves
0,poisonous,flat,scaly,red,fishy,buff,tapering,silky,smooth,white,pink,1,woods
0,poisonous,convex,smooth,brown,foul,buff,tapering,silky,silky,white,pink,1,woods
0,poisonous,flat,scaly,red,foul,buff,tapering,silky,silky,pink,pink,1,leaves
0,poisonous,flat,smooth,red,foul,buff,tapering,silky,smooth,white,white,1,paths
0,poisonous,flat,scaly,brown,foul,buff,tapering,silky,silky,pink,pink,1,leaves
0,poisonous,flat,scaly,brown,fishy,buff,tapering,smooth,smooth,white,white,1,woods
0,poisonous,convex,scaly,red,foul,buff,tapering,silky,silky,pink,white,1,woods
1,edible,knobbed,fibrous,gray,none,white,enlarging,silky,silky,white,white,2,grasses
0,poisonous,convex,smooth,red,fishy,buff,tapering,smooth,silky,pink,pink,1,woods
0,poisonous,knobbed,scaly,brown,fishy,buff,tapering,smooth,silky,pink,pink,1,woods
0,poisonous,knobbed,scaly,brown,spicy,buff,tapering,smooth,silky,white,white,1,woods
0,poisonous,convex,scaly,red,spicy,buff,tapering,smooth,smooth,pink,pink,1,paths
0,poisonous,flat,smooth,red,foul,buff,tapering,silky,smooth,white,pink,1,leaves
0,poisonous,flat,smooth,brown,spicy,buff,tapering,silky,smooth,pink,pink,1,leaves
0,poisonous,flat,smooth,red,spicy,buff,tapering,smooth,silky,white,white,1,paths
0,poisonous,convex,smooth,red,foul,buff,tapering,silky,smooth,white,white,1,paths
0,poisonous,flat,smooth,brown,spicy,buff,tapering,smooth,smooth,pink,white,1,woods
0,poisonous,flat,scaly,red,spicy,buff,tapering,smooth,silky,pink,pink,1,paths
0,poisonous,convex,smooth,brown,spicy,buff,tapering,smooth,silky,pink,white,1,leaves
0,poisonous,convex,scaly,red,foul,buff,tapering,smooth,silky,pink,pink,1,paths
0,poisonous,flat,smooth,red,fishy,buff,tapering,silky,smooth,pink,pink,1,paths
0,poisonous,convex,smooth,brown,fishy,buff,tapering,silky,silky,pink,pink,1,woods
0,poisonous,flat,smooth,brown,foul,buff,tapering,silky,smooth,pink,white,1,paths
1,edible,convex,smooth,brown,none,brown,enlarging,smooth,smooth,orange,orange,1,leaves
0,poisonous,knobbed,smooth,brown,fishy,buff,tapering,silky,silky,white,pink,1,paths
0,poisonous,flat,smooth,brown,fishy,buff,tapering,smooth,smooth,pink,white,1,leaves
0,poisonous,knobbed,scaly,red,foul,buff,tapering,silky,smooth,white,white,1,paths
1,edible,convex,scaly,cinnamon,none,white,enlarging,smooth,smooth,white,white,2,paths
1,edible,bell,smooth,brown,none,brown,enlarging,smooth,smooth,orange,orange,1,leaves
1,edible,knobbed,smooth,gray,none,white,enlarging,smooth,silky,white,white,2,grasses
1,edible,convex,fibrous,gray,none,gray,enlarging,smooth,silky,white,white,2,grasses
0,poisonous,convex,smooth,brown,spicy,buff,tapering,smooth,silky,white,pink,1,woods
0,poisonous,knobbed,scaly,red,foul,buff,tapering,smooth,smooth,white,white,1,paths
1,edible,convex,smooth,brown,none,orange,enlarging,smooth,smooth,orange,orange,1,leaves
0,poisonous,knobbed,smooth,red,spicy,buff,tapering,silky,silky,white,white,1,woods
0,poisonous,bell,scaly,yellow,none,yellow,enlarging,scaly,scaly,yellow,yellow,1,leaves
0,poisonous,convex,smooth,red,foul,buff,tapering,silky,smooth,white,white,1,woods
1,edible,bell,smooth,gray,none,gray,enlarging,silky,silky,white,white,2,grasses
0,poisonous,knobbed,scaly,red,foul,buff,tapering,smooth,silky,white,pink,1,paths
0,poisonous,knobbed,smooth,red,spicy,buff,tapering,smooth,silky,pink,pink,1,paths
0,poisonous,flat,smooth,red,spicy,buff,tapering,silky,silky,white,white,1,woods
0,poisonous,flat,scaly,brown,fishy,buff,tapering,silky,smooth,pink,white,1,paths
0,poisonous,flat,smooth,red,spicy,buff,tapering,silky,silky,white,pink,1,woods
1,edible,knobbed,fibrous,gray,none,white,enlarging,smooth,silky,white,white,2,grasses
0,poisonous,knobbed,smooth,brown,spicy,buff,tapering,smooth,smooth,white,white,1,paths
0,poisonous,knobbed,smooth,red,fishy,buff,tapering,silky,smooth,pink,pink,1,woods
0,poisonous,flat,smooth,red,foul,buff,tapering,silky,smooth,white,white,1,leaves
1,edible,bell,fibrous,gray,none,pink,enlarging,silky,silky,white,white,2,grasses
0,poisonous,flat,scaly,brown,spicy,buff,tapering,silky,silky,white,white,1,woods
0,poisonous,flat,smooth,brown,fishy,buff,tapering,smooth,smooth,white,pink,1,paths
1,edible,flat,smooth,brown,none,orange,enlarging,smooth,smooth,orange,orange,1,leaves
1,edible,convex,scaly,pink,none,white,enlarging,smooth,smooth,white,white,2,paths
0,poisonous,flat,smooth,brown,fishy,buff,tapering,silky,silky,white,pink,1,woods
0,poisonous,knobbed,scaly,red,fishy,buff,tapering,silky,silky,white,pink,1,leaves
0,poisonous,flat,smooth,brown,spicy,buff,tapering,smooth,smooth,white,pink,1,leaves
1,edible,bell,smooth,white,none,white,enlarging,smooth,silky,white,white,2,grasses
0,poisonous,convex,scaly,red,foul,buff,tapering,silky,silky,pink,white,1,paths
0,poisonous,flat,scaly,red,fishy,buff,tapering,silky,smooth,pink,pink,1,leaves
0,poisonous,flat,smooth,red,fishy,buff,tapering,silky,smooth,white,pink,1,leaves
0,poisonous,knobbed,scaly,brown,foul,buff,tapering,smooth,smooth,pink,white,1,woods
1,edible,convex,fibrous,white,none,pink,enlarging,smooth,smooth,white,white,2,grasses
1,edible,bell,smooth,white,none,pink,enlarging,smooth,smooth,white,white,2,grasses
0,poisonous,knobbed,smooth,red,fishy,buff,tapering,silky,silky,white,white,1,leaves
0,poisonous,flat,scaly,brown,fishy,buff,tapering,smooth,silky,white,white,1,leaves
1,edible,flat,scaly,brown,none,white,enlarging,smooth,smooth,white,white,2,paths
0,poisonous,knobbed,smooth,brown,spicy,buff,tapering,smooth,smooth,pink,pink,1,woods
0,poisonous,knobbed,smooth,brown,fishy,buff,tapering,smooth,silky,white,pink,1,leaves
0,poisonous,flat,scaly,brown,spicy,buff,tapering,smooth,silky,white,pink,1,leaves
0,poisonous,flat,scaly,red,musty,white,enlarging,silky,scaly,cinnamon,cinnamon,0,woods
0,poisonous,convex,smooth,red,foul,buff,tapering,smooth,silky,white,pink,1,woods
0,poisonous,knobbed,scaly,red,spicy,buff,tapering,smooth,smooth,pink,pink,1,paths
0,poisonous,convex,smooth,brown,spicy,buff,tapering,smooth,silky,pink,pink,1,leaves
0,poisonous,knobbed,smooth,red,foul,buff,tapering,silky,silky,white,white,1,leaves
0,poisonous,knobbed,scaly,brown,foul,buff,tapering,smooth,silky,white,pink,1,leaves
0,poisonous,flat,scaly,red,foul,buff,tapering,smooth,smooth,white,white,1,paths
1,edible,convex,fibrous,white,none,white,enlarging,smooth,smooth,white,white,2,grasses
0,poisonous,knobbed,smooth,brown,spicy,buff,tapering,silky,smooth,white,white,1,woods
0,poisonous,flat,smooth,brown,foul,buff,tapering,smooth,silky,pink,pink,1,paths
0,poisonous,knobbed,smooth,red,fishy,buff,tapering,smooth,silky,pink,pink,1,woods
0,poisonous,knobbed,smooth,red,spicy,buff,tapering,silky,silky,white,white,1,leaves
0,poisonous,knobbed,scaly,brown,spicy,buff,tapering,smooth,smooth,pink,pink,1,leaves
1,edible,knobbed,fibrous,white,none,gray,enlarging,smooth,smooth,white,white,2,grasses
0,poisonous,knobbed,smooth,brown,foul,buff,tapering,smooth,smooth,pink,pink,1,paths
0,poisonous,knobbed,scaly,brown,spicy,buff,tapering,silky,smooth,pink,pink,1,leaves
0,poisonous,knobbed,smooth,brown,spicy,buff,tapering,silky,silky,white,white,1,leaves
0,poisonous,knobbed,smooth,red,spicy,buff,tapering,smooth,smooth,white,white,1,woods
0,poisonous,convex,smooth,brown,fishy,buff,tapering,silky,silky,white,pink,1,leaves
0,poisonous,convex,scaly,red,spicy,buff,tapering,smooth,smooth,pink,pink,1,leaves
0,poisonous,flat,smooth,red,fishy,buff,tapering,silky,silky,pink,white,1,paths
0,poisonous,knobbed,scaly,brown,foul,buff,tapering,smooth,smooth,pink,pink,1,woods
1,edible,bell,smooth,brown,none,white,enlarging,scaly,scaly,brown,brown,2,woods
0,poisonous,flat,smooth,brown,foul,buff,tapering,smooth,smooth,pink,white,1,paths
0,poisonous,knobbed,scaly,red,foul,buff,tapering,silky,silky,pink,white,1,woods
1,edible,convex,smooth,brown,none,white,enlarging,scaly,scaly,brown,brown,2,woods
0,poisonous,flat,smooth,brown,foul,buff,tapering,silky,silky,white,pink,1,woods
0,poisonous,knobbed,smooth,brown,fishy,buff,tapering,smooth,smooth,white,white,1,leaves
0,poisonous,flat,scaly,brown,spicy,buff,tapering,silky,silky,white,white,1,paths
0,poisonous,convex,smooth,brown,spicy,buff,tapering,smooth,smooth,pink,pink,1,paths
1,edible,knobbed,fibrous,white,none,white,enlarging,smooth,smooth,white,white,2,grasses
0,poisonous,flat,scaly,red,foul,buff,tapering,silky,silky,white,white,1,woods
0,poisonous,convex,smooth,red,fishy,buff,tapering,smooth,silky,pink,white,1,paths
0,poisonous,convex,smooth,brown,foul,buff,tapering,silky,smooth,white,white,1,leaves
0,poisonous,flat,smooth,brown,foul,buff,tapering,silky,smooth,white,white,1,paths
0,poisonous,knobbed,smooth,brown,fishy,buff,tapering,silky,silky,white,white,1,leaves
0,poisonous,knobbed,smooth,red,foul,buff,tapering,silky,smooth,white,white,1,paths
0,poisonous,knobbed,smooth,red,spicy,buff,tapering,silky,smooth,pink,white,1,leaves
0,poisonous,convex,smooth,red,foul,buff,tapering,silky,silky,white,pink,1,woods
1,edible,bell,smooth,brown,none,white,enlarging,scaly,scaly,brown,brown,2,paths
0,poisonous,knobbed,smooth,red,fishy,buff,tapering,silky,smooth,pink,white,1,paths
0,poisonous,convex,smooth,brown,foul,buff,tapering,smooth,smooth,white,white,1,paths
0,poisonous,convex,scaly,red,foul,buff,tapering,silky,silky,white,white,1,paths
0,poisonous,flat,smooth,red,spicy,buff,tapering,smooth,smooth,pink,pink,1,leaves
1,edible,bell,smooth,brown,none,brown,enlarging,smooth,smooth,orange,orange,1,leaves
1,edible,knobbed,smooth,gray,none,pink,enlarging,silky,silky,white,white,2,grasses
0,poisonous,knobbed,scaly,red,musty,yellow,enlarging,silky,scaly,cinnamon,cinnamon,0,woods
0,poisonous,knobbed,scaly,red,fishy,buff,tapering,silky,smooth,white,pink,1,leaves
0,poisonous,flat,smooth,red,fishy,buff,tapering,silky,silky,pink,pink,1,woods
1,edible,knobbed,smooth,brown,none,yellow,enlarging,smooth,smooth,orange,orange,1,leaves
0,poisonous,flat,scaly,red,spicy,buff,tapering,silky,smooth,pink,white,1,woods
0,poisonous,knobbed,scaly,red,spicy,buff,tapering,smooth,silky,white,pink,1,woods
1,edible,knobbed,fibrous,white,none,pink,enlarging,silky,smooth,white,white,2,grasses
1,edible,convex,smooth,gray,none,white,enlarging,smooth,silky,white,white,2,grasses
1,edible,knobbed,smooth,brown,none,yellow,enlarging,smooth,smooth,orange,orange,1,leaves
0,poisonous,knobbed,scaly,red,spicy,buff,tapering,smooth,smooth,white,white,1,woods
0,poisonous,knobbed,scaly,brown,spicy,buff,tapering,silky,smooth,white,pink,1,leaves
0,poisonous,knobbed,smooth,red,spicy,buff,tapering,silky,smooth,white,white,1,paths
1,edible,convex,smooth,white,none,white,enlarging,silky,silky,white,white,2,grasses
1,edible,knobbed,smooth,white,none,gray,enlarging,silky,silky,white,white,2,grasses
1,edible,knobbed,smooth,white,none,pink,enlarging,silky,smooth,white,white,2,grasses
0,poisonous,knobbed,smooth,red,foul,buff,tapering,silky,smooth,pink,white,1,leaves
0,poisonous,convex,smooth,red,spicy,buff,tapering,smooth,smooth,pink,white,1,paths
1,edible,knobbed,smooth,gray,none,white,enlarging,smooth,silky,white,white,2,grasses
1,edible,convex,fibrous,white,none,gray,enlarging,smooth,silky,white,white,2,grasses
0,poisonous,knobbed,scaly,red,foul,buff,tapering,smooth,silky,white,white,1,woods
1,edible,bell,smooth,white,none,gray,enlarging,smooth,smooth,white,white,2,grasses
0,poisonous,knobbed,smooth,red,spicy,buff,tapering,smooth,smooth,white,pink,1,paths
0,poisonous,flat,smooth,brown,foul,buff,tapering,smooth,silky,white,white,1,paths
0,poisonous,flat,scaly,brown,foul,buff,tapering,smooth,silky,pink,pink,1,woods
1,edible,knobbed,smooth,gray,none,pink,enlarging,smooth,silky,white,white,2,grasses
1,edible,convex,smooth,white,none,white,enlarging,smooth,smooth,white,white,2,grasses
0,poisonous,flat,scaly,red,fishy,buff,tapering,smooth,smooth,white,pink,1,paths
0,poisonous,convex,smooth,red,foul,buff,tapering,smooth,smooth,white,white,1,woods
1,edible,convex,fibrous,white,none,gray,enlarging,silky,silky,white,white,2,grasses
1,edible,knobbed,fibrous,white,none,gray,enlarging,silky,silky,white,white,2,grasses
0,poisonous,flat,smooth,red,spicy,buff,tapering,silky,silky,pink,white,1,woods
1,edible,flat,smooth,gray,none,white,enlarging,smooth,smooth,white,white,2,paths
0,poisonous,knobbed,smooth,red,fishy,buff,tapering,silky,smooth,white,pink,1,woods
0,poisonous,convex,smooth,brown,fishy,buff,tapering,smooth,silky,white,pink,1,paths
1,edible,knobbed,smooth,brown,none,yellow,enlarging,smooth,smooth,orange,orange,1,leaves
1,edible,convex,smooth,brown,none,brown,enlarging,smooth,smooth,orange,orange,1,leaves
0,poisonous,knobbed,scaly,red,spicy,buff,tapering,silky,smooth,white,white,1,leaves
0,poisonous,convex,smooth,red,fishy,buff,tapering,silky,smooth,pink,white,1,woods
0,poisonous,convex,smooth,brown,spicy,buff,tapering,silky,smooth,white,pink,1,woods
0,poisonous,knobbed,smooth,red,fishy,buff,tapering,silky,silky,white,white,1,woods
0,poisonous,convex,smooth,brown,fishy,buff,tapering,smooth,silky,white,white,1,leaves
1,edible,knobbed,fibrous,white,none,gray,enlarging,silky,smooth,white,white,2,grasses
1,edible,knobbed,smooth,brown,none,orange,enlarging,smooth,smooth,orange,orange,1,leaves
0,poisonous,knobbed,scaly,cinnamon,musty,white,enlarging,silky,scaly,cinnamon,cinnamon,0,woods
1,edible,convex,fibrous,gray,none,gray,enlarging,smooth,smooth,white,white,2,grasses
1,edible,convex,smooth,brown,none,brown,enlarging,smooth,smooth,orange,orange,1,leaves
1,edible,convex,smooth,brown,none,yellow,enlarging,smooth,smooth,orange,orange,1,leaves
0,poisonous,knobbed,scaly,red,spicy,buff,tapering,silky,smooth,white,pink,1,paths
1,edible,knobbed,fibrous,white,none,pink,enlarging,smooth,smooth,white,white,2,grasses
1,edible,convex,fibrous,gray,none,gray,enlarging,silky,smooth,white,white,2,grasses
1,edible,flat,smooth,brown,none,orange,enlarging,smooth,smooth,orange,orange,1,leaves
0,poisonous,knobbed,scaly,brown,fishy,buff,tapering,silky,silky,white,pink,1,woods
0,poisonous,knobbed,scaly,brown,spicy,buff,tapering,silky,smooth,pink,white,1,leaves
0,poisonous,flat,scaly,brown,spicy,buff,tapering,silky,smooth,white,white,1,woods
0,poisonous,flat,scaly,red,fishy,buff,tapering,silky,smooth,white,pink,1,paths
1,edible,knobbed,fibrous,gray,none,pink,enlarging,smooth,silky,white,white,2,grasses
0,poisonous,flat,scaly,red,spicy,buff,tapering,silky,silky,white,pink,1,woods
0,poisonous,flat,scaly,brown,spicy,buff,tapering,silky,smooth,white,pink,1,paths
0,poisonous,knobbed,smooth,red,spicy,buff,tapering,silky,smooth,pink,pink,1,leaves
1,edible,knobbed,smooth,gray,none,white,enlarging,silky,silky,white,white,2,grasses
1,edible,bell,smooth,brown,none,yellow,enlarging,smooth,smooth,orange,orange,1,leaves
0,poisonous,knobbed,scaly,brown,foul,buff,tapering,silky,silky,white,white,1,leaves
0,poisonous,convex,smooth,brown,spicy,buff,tapering,silky,smooth,pink,pink,1,paths
1,edible,bell,smooth,brown,none,orange,enlarging,smooth,smooth,orange,orange,1,leaves
0,poisonous,knobbed,smooth,brown,fishy,buff,tapering,silky,smooth,white,white,1,woods
0,poisonous,knobbed,smooth,brown,fishy,buff,tapering,silky,silky,pink,white,1,paths
0,poisonous,knobbed,smooth,red,spicy,buff,tapering,smooth,silky,white,white,1,leaves
0,poisonous,flat,smooth,red,spicy,buff,tapering,smooth,smooth,white,pink,1,paths
0,poisonous,convex,smooth,red,spicy,buff,tapering,smooth,smooth,pink,pink,1,paths
0,poisonous,convex,smooth,red,fishy,buff,tapering,smooth,smooth,white,white,1,woods
0,poisonous,convex,smooth,brown,spicy,buff,tapering,smooth,smooth,pink,white,1,woods
0,poisonous,knobbed,scaly,brown,fishy,buff,tapering,smooth,silky,white,white,1,woods
1,edible,convex,smooth,pink,none,white,enlarging,smooth,smooth,white,white,2,paths
0,poisonous,flat,smooth,red,fishy,buff,tapering,smooth,silky,white,pink,1,woods
0,poisonous,convex,scaly,brown,musty,white,enlarging,silky,scaly,cinnamon,cinnamon,0,woods
