HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,class,Common name,Femalematurity,Malematurity,Gestation,LitterSize,Adultweight,Maximumlongevity
361,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Cerorhinca,monocerata,Animalia.Chordata.Aves.Charadriiformes.Alcidae.Cerorhinca.monocerata,Rhinoceros auklet,1095,1095,45,1,544.1,28.2
2369,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Erythrocebus,patas,Animalia.Chordata.Mammalia.Primates.Cercopithecidae.Erythrocebus.patas,Patas monkey,956,1400,167,1,7750,28.3
1659,Animalia,Chordata,Mammalia,Artiodactyla,Camelidae,Camelus,dromedarius,Animalia.Chordata.Mammalia.Artiodactyla.Camelidae.Camelus.dromedarius,Dromedary,1095,2191,405,1,434000,28.4
3343,Animalia,Chordata,Reptilia,Testudines,Emydidae,Terrapene,ornata,Animalia.Chordata.Reptilia.Testudines.Emydidae.Terrapene.ornata,Ornate box turtle,2920,2920,63,5,,28.4
646,Animalia,Chordata,Aves,Passeriformes,Cardinalidae,Cardinalis,cardinalis,Animalia.Chordata.Aves.Passeriformes.Cardinalidae.Cardinalis.cardinalis,Northern cardinal,365,365,12,3,42.6,28.5
3102,Animalia,Chordata,Reptilia,Squamata,Eublepharidae,Eublepharis,macularius,Animalia.Chordata.Reptilia.Squamata.Eublepharidae.Eublepharis.macularius,Leopard gecko,400,400,55,2,,28.5
1717,Animalia,Chordata,Mammalia,Artiodactyla,Tayassuidae,Tayassu,pecari,Animalia.Chordata.Mammalia.Artiodactyla.Tayassuidae.Tayassu.pecari,White-lipped peccary,548,548,158,2,22000,28.5
422,Animalia,Chordata,Aves,Charadriiformes,Laridae,Rissa,tridactyla,Animalia.Chordata.Aves.Charadriiformes.Laridae.Rissa.tridactyla,Black-legged kittiwake,1460,1460,27,2,317,28.5
431,Animalia,Chordata,Aves,Charadriiformes,Laridae,Thalasseus,maximus,Animalia.Chordata.Aves.Charadriiformes.Laridae.Thalasseus.maximus,Royal tern,1095,1095,28,2,373,28.6
204,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,buteo,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Buteo.buteo,Buzzard,730,730,,,1012,28.8
278,Animalia,Chordata,Aves,Anseriformes,Anatidae,Branta,bernicla,Animalia.Chordata.Aves.Anseriformes.Anatidae.Branta.bernicla,Brent goose,730,730,24,4,1163.2,28.8
442,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Calidris,alpina,Animalia.Chordata.Aves.Charadriiformes.Scolopacidae.Calidris.alpina,Dunlin,730,730,21,4,52.5,28.8
1660,Animalia,Chordata,Mammalia,Artiodactyla,Camelidae,Lama,glama,Animalia.Chordata.Mammalia.Artiodactyla.Camelidae.Lama.glama,Llama,800,800,330,1,140000,28.9
756,Animalia,Chordata,Aves,Passeriformes,Fringillidae,Fringilla,coelebs,Animalia.Chordata.Aves.Passeriformes.Fringillidae.Fringilla.coelebs,Chaffinch,365,365,,,20.7,29
1347,Animalia,Chordata,Aves,Strigiformes,Strigidae,Bubo,virginianus,Animalia.Chordata.Aves.Strigiformes.Strigidae.Bubo.virginianus,Great horned owl,730,730,27,3,1191.2,29
4015,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Acanthopagrus,butcheri,Animalia.Chordata.Teleostei.Perciformes.Sparidae.Acanthopagrus.butcheri,Southern black bream,912,912,,,2200,29
240,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Pernis,apivorus,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Pernis.apivorus,Western honey-buzzard,1095,1095,,,758,29
1158,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Puffinus,pacificus,Animalia.Chordata.Aves.Procellariiformes.Procellariidae.Puffinus.pacificus,Wedge-tailed shearwater,1461,1461,53,1,337.8,29
123,Animalia,Chordata,Amphibia,Caudata,Cryptobranchidae,Cryptobranchus,alleganiensis,Animalia.Chordata.Amphibia.Caudata.Cryptobranchidae.Cryptobranchus.alleganiensis,Hellbender,1825,1825,72,275,358.1,29
2397,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Semnopithecus,entellus,Animalia.Chordata.Mammalia.Primates.Cercopithecidae.Semnopithecus.entellus,Hanuman langur,1162,1886,192,1,13516.5,29
367,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Uria,lomvia,Animalia.Chordata.Aves.Charadriiformes.Alcidae.Uria.lomvia,Thick-billed murre,1862,2081,33,1,964,29
1870,Animalia,Chordata,Mammalia,Carnivora,Otariidae,Otaria,flavescens,Animalia.Chordata.Mammalia.Carnivora.Otariidae.Otaria.flavescens,Southern sea lion,1461,2191,357,1,207500,29
1448,Animalia,Chordata,Chondrichthyes,Lamniformes,Alopiidae,Alopias,pelagicus,Animalia.Chordata.Chondrichthyes.Lamniformes.Alopiidae.Alopias.pelagicus,Pelagic thresher shark,3139,2737,,2,,29
263,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,platyrhynchos,Animalia.Chordata.Aves.Anseriformes.Anatidae.Anas.platyrhynchos,Mallard,365,365,26,9,1048.1,29.1
2383,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,sylvanus,Animalia.Chordata.Mammalia.Primates.Cercopithecidae.Macaca.sylvanus,Barbary macaque,1399,2007,164,1.5,10875,29.1
1989,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Desmodus,rotundus,Animalia.Chordata.Mammalia.Chiroptera.Phyllostomidae.Desmodus.rotundus,Vampire bat,285,285,189,1,33.2,29.2
410,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,marinus,Animalia.Chordata.Aves.Charadriiformes.Laridae.Larus.marinus,Great black-backed gull,1825,1825,27,3,1658.5,29.2
2371,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,arctoides,Animalia.Chordata.Mammalia.Primates.Cercopithecidae.Macaca.arctoides,Stump-tailed macaque,1186,2099,177,1,9275,29.2
2027,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,hipposideros,Animalia.Chordata.Mammalia.Chiroptera.Rhinolophidae.Rhinolophus.hipposideros,Lesser horseshoe bat,500,471,67,1,4.6,29.4
277,Animalia,Chordata,Aves,Anseriformes,Anatidae,Aythya,valisineria,Animalia.Chordata.Aves.Anseriformes.Anatidae.Aythya.valisineria,Canvasback,240,240,24,9,1208.8,29.5
2875,Animalia,Chordata,Mammalia,Tubulidentata,Orycteropodidae,Orycteropus,afer,Animalia.Chordata.Mammalia.Tubulidentata.Orycteropodidae.Orycteropus.afer,Aardvark,730,730,225,1,60000,29.8
3229,Animalia,Chordata,Reptilia,Squamata,Viperidae,Agkistrodon,contortrix,Animalia.Chordata.Reptilia.Squamata.Viperidae.Agkistrodon.contortrix,Northern copperhead,730,730,,6,,29.8
3556,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Leuciscus,idus,Animalia.Chordata.Teleostei.Cypriniformes.Cyprinidae.Leuciscus.idus,Ide,2007,1825,,,2200,29.8
2212,Animalia,Chordata,Mammalia,Diprotodontia,Vombatidae,Lasiorhinus,latifrons,Animalia.Chordata.Mammalia.Diprotodontia.Vombatidae.Lasiorhinus.latifrons,Southern hairy-nosed wombat,547,547,21,1,25500,29.9
360,Animalia,Chordata,Aves,Charadriiformes,Alcidae,Cepphus,grylle,Animalia.Chordata.Aves.Charadriiformes.Alcidae.Cepphus.grylle,Black guillemot,1095,1095,25,2,427.5,29.9
2066,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Plecotus,auritus,Animalia.Chordata.Mammalia.Chiroptera.Vespertilionidae.Plecotus.auritus,Brown big-eared bat,365,365,65,1.33,7.8,30
2213,Animalia,Chordata,Mammalia,Diprotodontia,Vombatidae,Vombatus,ursinus,Animalia.Chordata.Mammalia.Diprotodontia.Vombatidae.Vombatus.ursinus,Coarse-haired wombat,730,730,27,1,25500,30
3640,Animalia,Chordata,Teleostei,Esociformes,Esocidae,Esox,lucius,Animalia.Chordata.Teleostei.Esociformes.Esocidae.Esox.lucius,Northern pike,1116,889,,,15620,30
1338,Animalia,Chordata,Aves,Sphenisciformes,Spheniscidae,Spheniscus,magellanicus,Animalia.Chordata.Aves.Sphenisciformes.Spheniscidae.Spheniscus.magellanicus,Magellanic penguin,1040,1040,40,1,4000,30
395,Animalia,Chordata,Aves,Charadriiformes,Laridae,Hydroprogne,caspia,Animalia.Chordata.Aves.Charadriiformes.Laridae.Hydroprogne.caspia,Caspian tern,1095,1095,21,2,644,30
402,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,californicus,Animalia.Chordata.Aves.Charadriiformes.Laridae.Larus.californicus,California gull,1095,1095,25,3,691,30
1537,Animalia,Chordata,Holostei,Amiiformes,Amiidae,Amia,calva,Animalia.Chordata.Holostei.Amiiformes.Amiidae.Amia.calva,Bowfin,1551,1460,,,5362.5,30
3641,Animalia,Chordata,Teleostei,Esociformes,Esocidae,Esox,masquinongy,Animalia.Chordata.Teleostei.Esociformes.Esocidae.Esox.masquinongy,Muskellunge,1825,1460,,,17490,30
4052,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossoides,platessoides,Animalia.Chordata.Teleostei.Pleuronectiformes.Pleuronectidae.Hippoglossoides.platessoides,American plaice,3216,1460,,,3520,30
2380,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,radiata,Animalia.Chordata.Mammalia.Primates.Cercopithecidae.Macaca.radiata,Bonnet macaque,1295,1795,161,1,6755,30
1946,Animalia,Chordata,Mammalia,Cetacea,Delphinidae,Orcaella,brevirostris,Animalia.Chordata.Mammalia.Cetacea.Delphinidae.Orcaella.brevirostris,Irrawaddy dolphin,1826,1826,426,1,190000,30
1441,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Triakidae,Triakis,semifasciata,Animalia.Chordata.Chondrichthyes.Carcharhiniformes.Triakidae.Triakis.semifasciata,Leopard shark,4745,2555,,15,10110,30
3673,Animalia,Chordata,Teleostei,Gadiformes,Merlucciidae,Merluccius,australis,Animalia.Chordata.Teleostei.Gadiformes.Merlucciidae.Merluccius.australis,Southern hake,2859,2615,,,,30
3323,Animalia,Chordata,Reptilia,Testudines,Emydidae,Clemmys,guttata,Animalia.Chordata.Reptilia.Testudines.Emydidae.Clemmys.guttata,Spotted turtle,2920,2920,77,3,,30
4066,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Reinhardtius,hippoglossoides,Animalia.Chordata.Teleostei.Pleuronectiformes.Pleuronectidae.Reinhardtius.hippoglossoides,Greenland halibut,3826,3102,,,3850,30
2300,Animalia,Chordata,Mammalia,Primates,Aotidae,Aotus,trivirgatus,Animalia.Chordata.Mammalia.Primates.Aotidae.Aotus.trivirgatus,Northern night monkey,821,730,142,1,800,30.1
1073,Animalia,Chordata,Aves,Pelecaniformes,Threskiornithidae,Platalea,leucorodia,Animalia.Chordata.Aves.Pelecaniformes.Threskiornithidae.Platalea.leucorodia,Eurasian spoonbill,1095,1095,,,1868,30.1
3257,Animalia,Chordata,Reptilia,Squamata,Viperidae,Crotalus,horridus,Animalia.Chordata.Reptilia.Squamata.Viperidae.Crotalus.horridus,Timber rattlesnake,2555,1825,135,9,,30.2
2343,Animalia,Chordata,Mammalia,Primates,Cebidae,Saimiri,sciureus,Animalia.Chordata.Mammalia.Primates.Cebidae.Saimiri.sciureus,South American squirrel monkey,1003,1826,161,1,925,30.2
2026,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus,ferrumequinum,Animalia.Chordata.Mammalia.Chiroptera.Rhinolophidae.Rhinolophus.ferrumequinum,Greater horseshoe bat,730,730,80,1,22.875,30.5
1369,Animalia,Chordata,Aves,Suliformes,Phalacrocoracidae,Phalacrocorax,aristotelis,Animalia.Chordata.Aves.Suliformes.Phalacrocoracidae.Phalacrocorax.aristotelis,European shag,1095,1095,,,1773,30.6
1861,Animalia,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,australis,Animalia.Chordata.Mammalia.Carnivora.Otariidae.Arctocephalus.australis,South American fur seal,1095,2556,236,1,110000,30.6
205,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Buteo,jamaicensis,Animalia.Chordata.Aves.Accipitriformes.Accipitridae.Buteo.jamaicensis,Red-tailed hawk,730,730,31,3,1362,30.7
432,Animalia,Chordata,Aves,Charadriiformes,Laridae,Thalasseus,sandvicensis,Animalia.Chordata.Aves.Charadriiformes.Laridae.Thalasseus.sandvicensis,Sandwich tern,1095,1095,22,1,250,30.8
2365,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,aethiops,Animalia.Chordata.Mammalia.Primates.Cercopithecidae.Chlorocebus.aethiops,Vervet,1034,1825,162,1,5620,30.8
2360,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,neglectus,Animalia.Chordata.Mammalia.Primates.Cercopithecidae.Cercopithecus.neglectus,De Brazza's monkey,1611,2555,177,1,5945,30.8
2440,Animalia,Chordata,Mammalia,Primates,Indriidae,Propithecus,verreauxi,Animalia.Chordata.Mammalia.Primates.Indriidae.Propithecus.verreauxi,Verreaux's sifaka,912,912,148,1,5000,31
268,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anser,anser,Animalia.Chordata.Aves.Anseriformes.Anatidae.Anser.anser,Greylag goose,1095,1095,,,3308.5,31
2294,Animalia,Chordata,Mammalia,Pilosa,Myrmecophagidae,Myrmecophaga,tridactyla,Animalia.Chordata.Mammalia.Pilosa.Myrmecophagidae.Myrmecophaga.tridactyla,Giant anteater,1186,1186,184,1,28500,31
2273,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,grevyi,Animalia.Chordata.Mammalia.Perissodactyla.Equidae.Equus.grevyi,Grevy's zebra,1278,1461,406,1,384000,31
484,Animalia,Chordata,Aves,Charadriiformes,Stercorariidae,Stercorarius,parasiticus,Animalia.Chordata.Aves.Charadriiformes.Stercorariidae.Stercorarius.parasiticus,Parasidic jaeger,1200,1200,26,2,445.5,31.1
522,Animalia,Chordata,Aves,Columbiformes,Columbidae,Zenaida,macroura,Animalia.Chordata.Aves.Columbiformes.Columbidae.Zenaida.macroura,Mourning dove,90,80,14,2,119,31.3
1716,Animalia,Chordata,Mammalia,Artiodactyla,Tayassuidae,Pecari,tajacu,Animalia.Chordata.Mammalia.Artiodactyla.Tayassuidae.Pecari.tajacu,Collared peccary,329,358,145,2,20200,31.5
1673,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,Cervus,elaphus,Animalia.Chordata.Mammalia.Artiodactyla.Cervidae.Cervus.elaphus,Red deer,852,730,245,1,200000,31.5
2326,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Leontopithecus,rosalia,Animalia.Chordata.Mammalia.Primates.Callitrichidae.Leontopithecus.rosalia,Golden lion tamarin,547,730,128,2,654.5,31.6
1663,Animalia,Chordata,Mammalia,Artiodactyla,Camelidae,Vicugna,vicugna,Animalia.Chordata.Mammalia.Artiodactyla.Camelidae.Vicugna.vicugna,Vicugna,730,730,340,1,50000,31.6
2274,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,hemionus,Animalia.Chordata.Mammalia.Perissodactyla.Equidae.Equus.hemionus,Kulan,1157,1187,339,1,230000,31.6
3274,Animalia,Chordata,Reptilia,Squamata,Viperidae,Lachesis,muta,Animalia.Chordata.Reptilia.Squamata.Viperidae.Lachesis.muta,Bushmaster,1460,1460,77,10,,31.6
390,Animalia,Chordata,Aves,Charadriiformes,Laridae,Chroicocephalus,genei,Animalia.Chordata.Aves.Charadriiformes.Laridae.Chroicocephalus.genei,Slender-billed gull,730,730,,,281,31.7
2445,Animalia,Chordata,Mammalia,Primates,Lemuridae,Eulemur,rubriventer,Animalia.Chordata.Mammalia.Primates.Lemuridae.Eulemur.rubriventer,Red-bellied lemur,646,1350,120,1,2191.5,31.7
404,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,delawarensis,Animalia.Chordata.Aves.Charadriiformes.Laridae.Larus.delawarensis,Ring-billed gull,730,730,21,3,518.5,31.8
464,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Numenius,arquata,Animalia.Chordata.Aves.Charadriiformes.Scolopacidae.Numenius.arquata,Eurasian curlew,730,730,,,728,31.8
401,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,cachinnans,Animalia.Chordata.Aves.Charadriiformes.Laridae.Larus.cachinnans,Caspian gull,1460,1460,,,1117.2,31.9
111,Animalia,Chordata,Amphibia,Caudata,Ambystomatidae,Ambystoma,maculatum,Animalia.Chordata.Amphibia.Caudata.Ambystomatidae.Ambystoma.maculatum,Spotted salamander,1095,730,,125,12.84,32
249,Animalia,Chordata,Aves,Accipitriformes,Pandionidae,Pandion,haliaetus,Animalia.Chordata.Aves.Accipitriformes.Pandionidae.Pandion.haliaetus,Osprey,1095,1095,38,3,1362,32
2315,Animalia,Chordata,Mammalia,Primates,Atelidae,Lagothrix,lagothricha,Animalia.Chordata.Mammalia.Primates.Atelidae.Lagothrix.lagothricha,Humboldt's woolly monkey,2555,1520,223,1,7650,32
1450,Animalia,Chordata,Chondrichthyes,Lamniformes,Cetorhinidae,Cetorhinus,maximus,Animalia.Chordata.Chondrichthyes.Lamniformes.Cetorhinidae.Cetorhinus.maximus,Basking shark,4197,2920,,,2200000,32
1413,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,plumbeus,Animalia.Chordata.Chondrichthyes.Carcharhiniformes.Carcharhinidae.Carcharhinus.plumbeus,Sandbar shark,5110,5231,,7.9,65000,32
1409,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,leucas,Animalia.Chordata.Chondrichthyes.Carcharhiniformes.Carcharhinidae.Carcharhinus.leucas,Bull shark,6570,6296,,9.8,174075,32
1865,Animalia,Chordata,Mammalia,Carnivora,Otariidae,Arctocephalus,pusillus,Animalia.Chordata.Mammalia.Carnivora.Otariidae.Arctocephalus.pusillus,South African fur seal,1276,1643,368,1,127551,32.1
2978,Animalia,Chordata,Reptilia,Squamata,Colubridae,Elaphe,guttata,Animalia.Chordata.Reptilia.Squamata.Colubridae.Elaphe.guttata,Corn snake,600,600,,12,900,32.3
1778,Animalia,Chordata,Mammalia,Carnivora,Felidae,Lynx,rufus,Animalia.Chordata.Mammalia.Carnivora.Felidae.Lynx.rufus,Bobcat,365,730,65,3,8600,32.3
2458,Animalia,Chordata,Mammalia,Primates,Lorisidae,Perodicticus,potto,Animalia.Chordata.Mammalia.Primates.Lorisidae.Perodicticus.potto,Potto,547,547,170,1,919.9,32.4
2302,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta,caraya,Animalia.Chordata.Mammalia.Primates.Atelidae.Alouatta.caraya,Black howler monkey,1167,928,187,1,5462.5,32.4
293,Animalia,Chordata,Aves,Anseriformes,Anatidae,Cygnus,buccinator,Animalia.Chordata.Aves.Anseriformes.Anatidae.Cygnus.buccinator,Trumpeter swan,730,730,35,5,13000,32.5
1087,Animalia,Chordata,Aves,Phaethontiformes,Phaethontidae,Phaethon,rubricauda,Animalia.Chordata.Aves.Phaethontiformes.Phaethontidae.Phaethon.rubricauda,Red-tailed tropicbird,274,274,45,1,593.2,32.7
1648,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Syncerus,caffer,Animalia.Chordata.Mammalia.Artiodactyla.Bovidae.Syncerus.caffer,African buffalo,1475,1674,331,1,700000,32.8
1868,Animalia,Chordata,Mammalia,Carnivora,Otariidae,Eumetopias,jubatus,Animalia.Chordata.Mammalia.Carnivora.Otariidae.Eumetopias.jubatus,Steller sea lion,1780,2420,274,1,415000,32.8
391,Animalia,Chordata,Aves,Charadriiformes,Laridae,Chroicocephalus,ridibundus,Animalia.Chordata.Aves.Charadriiformes.Laridae.Chroicocephalus.ridibundus,Black-headed gull,730,730,22,3,306,32.9
1320,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Rhynchopsitta,pachyrhyncha,Animalia.Chordata.Aves.Psittaciformes.Psittacidae.Rhynchopsitta.pachyrhyncha,Thick-billed parrot,730,730,26,3,360,33
426,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna,hirundo,Animalia.Chordata.Aves.Charadriiformes.Laridae.Sterna.hirundo,Common tern,1095,1095,24,2.5,120,33
407,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,glaucoides,Animalia.Chordata.Aves.Charadriiformes.Laridae.Larus.glaucoides,Iceland gull,1460,1460,25,2.39,945.5,33
1968,Animalia,Chordata,Mammalia,Cetacea,Phocoenidae,Neophocaena,phocaenoides,Animalia.Chordata.Mammalia.Cetacea.Phocoenidae.Neophocaena.phocaenoides,Finless porpoise,2190,1460,320,1,32500,33
3835,Animalia,Chordata,Teleostei,Perciformes,Latridae,Latridopsis,ciliaris,Animalia.Chordata.Teleostei.Perciformes.Latridae.Latridopsis.ciliaris,Bastard trumpeter,2007,2007,,,,33
2277,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus,zebra,Animalia.Chordata.Mammalia.Perissodactyla.Equidae.Equus.zebra,Mountain zebra,1009,1279,362,1,296000,33.2
1902,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Melursus,ursinus,Animalia.Chordata.Mammalia.Carnivora.Ursidae.Melursus.ursinus,Sloth bear,1095,1095,198,1.5,100000,33.3
2995,Animalia,Chordata,Reptilia,Squamata,Colubridae,Lampropeltis,getula,Animalia.Chordata.Reptilia.Squamata.Colubridae.Lampropeltis.getula,Common kingsnake,1095,1095,,,,33.3
1700,Animalia,Chordata,Mammalia,Artiodactyla,Giraffidae,Okapia,johnstoni,Animalia.Chordata.Mammalia.Artiodactyla.Giraffidae.Okapia.johnstoni,Okapi,578,790,458,1,225000,33.5
1558,Animalia,Chordata,Mammalia,Artiodactyla,Bovidae,Bison,bison,Animalia.Chordata.Mammalia.Artiodactyla.Bovidae.Bison.bison,American bison,912,912,274,1,630000,33.5
1661,Animalia,Chordata,Mammalia,Artiodactyla,Camelidae,Lama,guanicoe,Animalia.Chordata.Mammalia.Artiodactyla.Camelidae.Lama.guanicoe,Guanaco,365,730,335,1,127500,33.7
403,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,canus,Animalia.Chordata.Aves.Charadriiformes.Laridae.Larus.canus,Mew gull,1095,730,23,3,430.6,33.7
1134,Animalia,Chordata,Aves,Procellariiformes,Hydrobatidae,Hydrobates,pelagicus,Animalia.Chordata.Aves.Procellariiformes.Hydrobatidae.Hydrobates.pelagicus,European storm petrel,1095,1095,35,1,25.2,33.8
2368,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Colobus,polykomos,Animalia.Chordata.Mammalia.Primates.Cercopithecidae.Colobus.polykomos,King colobus,1642,730,185,1,9525,33.9
2981,Animalia,Chordata,Reptilia,Squamata,Colubridae,Elaphe,obsoleta,Animalia.Chordata.Reptilia.Squamata.Colubridae.Elaphe.obsoleta,Black rat snake,1460,1460,,,,33.9
412,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,occidentalis,Animalia.Chordata.Aves.Charadriiformes.Laridae.Larus.occidentalis,Western gull,1825,1460,27,3,931.5,33.9
2048,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis,lucifugus,Animalia.Chordata.Mammalia.Chiroptera.Vespertilionidae.Myotis.lucifugus,Little brown bat,210,210,55,1,10,34
1361,Animalia,Chordata,Aves,Strigiformes,Tytonidae,Tyto,alba,Animalia.Chordata.Aves.Strigiformes.Tytonidae.Tyto.alba,Barn owl,365,365,33,6,580,34
461,Animalia,Chordata,Aves,Charadriiformes,Scolopacidae,Limosa,lapponica,Animalia.Chordata.Aves.Charadriiformes.Scolopacidae.Limosa.lapponica,Bar-tailed godwit,730,730,21,4,322,34
427,Animalia,Chordata,Aves,Charadriiformes,Laridae,Sterna,paradisaea,Animalia.Chordata.Aves.Charadriiformes.Laridae.Sterna.paradisaea,Arctic tern,1095,1095,21,2,100,34
1904,Animalia,Chordata,Mammalia,Carnivora,Ursidae,Ursus,americanus,Animalia.Chordata.Mammalia.Carnivora.Ursidae.Ursus.americanus,American black bear,1278,1278,70,2,154250,34
159,Animalia,Chordata,Amphibia,Caudata,Proteidae,Necturus,maculosus,Animalia.Chordata.Amphibia.Caudata.Proteidae.Necturus.maculosus,Mudpuppy,2190,1825,50,68,,34
1367,Animalia,Chordata,Aves,Suliformes,Fregatidae,Fregata,magnificens,Animalia.Chordata.Aves.Suliformes.Fregatidae.Fregata.magnificens,Magnificent frigatebird,1826,1826,56,1,1078,34
3176,Animalia,Chordata,Reptilia,Squamata,Pythonidae,Python,molurus,Animalia.Chordata.Reptilia.Squamata.Pythonidae.Python.molurus,Indian python,1095,1095,100,40,12370,34.2
485,Animalia,Chordata,Aves,Charadriiformes,Stercorariidae,Stercorarius,skua,Animalia.Chordata.Aves.Charadriiformes.Stercorariidae.Stercorarius.skua,Great skua,2190,2190,,,1340,34.5
1403,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,brachyurus,Animalia.Chordata.Chondrichthyes.Carcharhiniformes.Carcharhinidae.Carcharhinus.brachyurus,Copper shark,7610,5840,,16.6,167530,34.5
405,Animalia,Chordata,Aves,Charadriiformes,Laridae,Larus,fuscus,Animalia.Chordata.Aves.Charadriiformes.Laridae.Larus.fuscus,Lesser black-backed gull,1460,1460,,,766.2,34.9
506,Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba,livia,Animalia.Chordata.Aves.Columbiformes.Columbidae.Columba.livia,Rock dove,140,140,18,2,358.7,35
4018,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Chrysophrys,auratus,Animalia.Chordata.Teleostei.Perciformes.Sparidae.Chrysophrys.auratus,Squirefish,1277,1277,,,11000,35
1428,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Sphyrnidae,Sphyrna,lewini,Animalia.Chordata.Chondrichthyes.Carcharhiniformes.Sphyrnidae.Sphyrna.lewini,Scalloped hammerhead,1460,1387,,20.1,83820,35
3872,Animalia,Chordata,Teleostei,Perciformes,Malacanthidae,Lopholatilus,chamaeleonticeps,Animalia.Chordata.Teleostei.Perciformes.Malacanthidae.Lopholatilus.chamaeleonticeps,Blue tilefish,1825,1825,,,16500,35
2367,Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Colobus,guereza,Animalia.Chordata.Mammalia.Primates.Cercopithecidae.Colobus.guereza,Guereza,1461,2192,175,1,9950,35
3706,Animalia,Chordata,Teleostei,Osmeriformes,Argentinidae,Argentina,silus,Animalia.Chordata.Teleostei.Osmeriformes.Argentinidae.Argentina.silus,Atlantic argentine,2190,2555,,,,35
1412,Animalia,Chordata,Chondrichthyes,Carcharhiniformes,Carcharhinidae,Carcharhinus,obscurus,Animalia.Chordata.Chondrichthyes.Carcharhiniformes.Carcharhinidae.Carcharhinus.obscurus,Dusky shark,7482,7391,,10,190575,35
262,Animalia,Chordata,Aves,Anseriformes,Anatidae,Anas,penelope,Animalia.Chordata.Aves.Anseriformes.Anatidae.Anas.penelope,Eurasian wigeon,365,365,24,8,660,35.2
1658,Animalia,Chordata,Mammalia,Artiodactyla,Camelidae,Camelus,bactrianus,Animalia.Chordata.Mammalia.Artiodactyla.Camelidae.Camelus.bactrianus,Bactrian camel,1278,1278,395,1,475000,35.4
2442,Animalia,Chordata,Mammalia,Primates,Lemuridae,Eulemur,fulvus,Animalia.Chordata.Mammalia.Primates.Lemuridae.Eulemur.fulvus,Brown lemur,509,633,118,1.1,2485,35.5
